code,geocode,name,lat,lng,prov_id,tambon_name,amphoe_name,province_name,basin,name_e,tambon_name_e,amphoe_name_e,province_name_e,wl_offset,station_type,left_bank,right_bank,ground_level,rid_critical_level
BKK001,104201,คลองลาดพร้าว ท้ายปตร.คลอง2,13.922305,100.634267,10,สายไหม,สายไหม,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,Krung Thep 1,Sai Mai,Sai Mai,Bangkok,0,W,2.563,2.758,-1.9,
BKK002,130114,คลองเปรมประชากร หลักหก,13.96563,100.60258,13,หลักหก,เมืองปทุมธานี,ปทุมธานี,แม่น้ำเจ้าพระยา,Krung Thep 2,Lak Hok,Mueang Pathum Thani,Pathum Thani,0,W,1.575,1.292,-1.372,
BKK003,101902,คลองมหาสวัสดิ บางกรวย-สวนผัก,13.79957,100.43872,10,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,Krung Thep 3,Taling Chan,Taling Chan,Bangkok,0,W,2.069,2.152,-3.101,
BKK004,104802,คลองทวีวัฒนา ท้ายปตร.ทวีวัฒนา,13.79566,100.33194,10,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,Krung Thep 4,Sala Thammasop,Thawi Watthana,Bangkok,0,W,1.422,1.877,-1.835,
BKK005,104004,คลองภาษีเจริญ เพชรเกษม69,13.691615,100.381393,10,หลักสอง,บางแค,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,Krung Thep 5,Lak Song,Bang Khae,Bangkok,0,W,1.637,1.415,-1.605,
BKK006,740113,คลองมหาชัย วัดพันท้ายนรสิงห์,13.58182,100.36586,74,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,แม่น้ำท่าจีน,Krung Thep 6,Phanthai Norasing,Mueang Samut Sakhon,Samut Sakhon,0,W,1.924,1.084,-5.328,
BKK007,120301,คลองอ้อมนนท์ บางใหญ่ (ถนนบางกรวย-ไทรน้อย),13.87101,100.43628,12,บางม่วง,บางใหญ่,นนทบุรี,แม่น้ำเจ้าพระยา,Krung Thep 7,Bang Muang,Bang Yai,Nonthaburi,0,W,1.592,1.738,-3.274,
BKK008,100608,คลองแสนแสบ บางกะปิ,13.7614,100.61606,10,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,Krung Thep 8,Hua Mak,Bang Kapi,Bangkok,0,W,0.922,0.881,-5.368,
BKK009,101101,คลองลำปลาทิว ลาดกระบัง,13.74064,100.79477,10,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,แม่น้ำบางปะกง,Krung Thep 9,Lat Krabang,Lat Krabang,Bangkok,0,W,0.6228,1.188,-3.171,
BKK012,110601,คลองสำโรง บางเสาธง,13.589267,100.802235,11,บางเสาธง,บางเสาธง,สมุทรปราการ,แม่น้ำบางปะกง,Krung Thep 12,Bang Sao Thong,Bang Sao Thong,Samut Prakan,0,W,1.782,0.646,-2.678,
BKK013,130407,คลองระพีพัฒน์แยกใต้ หนองเสือ,14.22066,100.89169,13,นพรัตน์,หนองเสือ,ปทุมธานี,แม่น้ำเจ้าพระยา,Rabibadhana Nong Suea,Nopparat,Klong Suea,Pathum Thani,0,W,3.96,5.025,-0.58,
BKK015,130604,คลองหกวา ลำลูกกา คลอง8,13.94155,100.77493,13,ลำลูกกา,ลำลูกกา,ปทุมธานี,แม่น้ำบางปะกง,Lam Luk Ka Klong8,Lam Luk Ka,Lam Luk Ka,Pathum Thani,0,W,2.706,2.789,-2.48,
BKK016,240301,ปากคลองพระองค์เจ้าฯ (บางน้ำเปรี้ยว),13.83822,100.96671,24,บางน้ำเปรี้ยว,บางน้ำเปรี้ยว,ฉะเชิงเทรา,แม่น้ำบางปะกง,Bang Nam Priao,Bang Nam Priao,Bang Nam Priao,Chachoengsao,0,W,1.387,1.237,-2.43,
BKK017,110603,คลองจระเข้ใหญ่ บางเสาธง (วัดศรีวารีน้อย),13.66962,100.80054,11,ศีรษะจรเข้ใหญ่,บางเสาธง,สมุทรปราการ,แม่น้ำบางปะกง,Sri Varee Noi Temple,Sisa Chorakhe Yai,Bang Sao Thong,Samut Prakan,0,W,,,,
BKK018,120501,คลองพระพิมล (ไทรน้อย),13.97395,100.31896,12,ไทรน้อย,ไทรน้อย,นนทบุรี,แม่น้ำเจ้าพระยา,Phra Pimol Sai Noi,Sai Noi,Sai Noi,Nonthaburi,0,W,4.05,4.36,-2.04,
BKK019,730513,คลองนราภิรมย์ (บางเลน),13.88213,100.29083,73,นราภิรมย์,บางเลน,นครปฐม,แม่น้ำเจ้าพระยา,Khlong Narapirom,Naraphirom,Bang Len,Nakhon Phanom,0,W,4.337,3.96,-1.59,
BKK020,103801,คลองลาดพร้าว ปากคลอง2สายใต้,13.93181,100.63953,10,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,Klong Ladprao Klong 2 Sai Tai,Lat Phrao,Lat Phrao,Bangkok,0,W,4.4571,4.6521,,
BKK021,100502,คลองลาดพร้าว วัดบางบัว,13.85411,100.5875,10,อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,Klong Ladprao Bang Bua Temple,Anusawari,Bang Khen,Bangkok,0,W,,,-0.33,
BPK001,240402,บางปะกง,13.548725,101.001545,24,ท่าสะอ้าน,บางปะกง,ฉะเชิงเทรา,แม่น้ำบางปะกง,Bangpakong 1,Tha Sa-an,Bang Pakong,Chachoengsao,0,W,1.65,1.65,-12.774,
BPK002,240113,เมืองฉะเชิงเทรา,13.65914,101.06339,24,บางพระ,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,แม่น้ำบางปะกง,Bangpakong 2,Bang Phra,Mueang Chachoengsao,Chachoengsao,0,W,1.893,2.089,-11.808,
BPK003,240302,บางน้ำเปรี้ยว,13.87032,101.14574,24,บางขนาก,บางน้ำเปรี้ยว,ฉะเชิงเทรา,แม่น้ำบางปะกง,Bang Nam Priao,Bang Ka-nak,Bang Nam Priao,Chachoengsao,0,W,2.077,3.562,-9.515,
BPK004,240601,พนมสารคาม,13.72653,101.35303,24,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,แม่น้ำบางปะกง,Phanom Sarakham,Ko Khanun,Phanom Sarakham,Chachoengsao,0,W,7.145,6.291,-0.794,
BSP002,770403,คลองขนาน,11.24064,99.43523,77,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,Khlong Khanan,Ron Thong,Bang Saphan,Prachuap Khiri Khan,7.389,W,16.475,16.765,10.959,
CHI001,360205,บ้านเขว้า,15.9331,101.69954,36,ภูแลนคา,บ้านเขว้า,ชัยภูมิ,แม่น้ำชี,Chi 1,Phu Lan Ka,Ban Khwao,Chaiyaphum,0,W,210.024,208.523,199.52,
CHI002,360801,หนองบัวระเหว,15.77047,101.81252,36,หนองบัวระเหว,หนองบัวระเหว,ชัยภูมิ,แม่น้ำชี,Chi 2,Nong Bua Rawe,Nong Bua Rawe,Chaiyaphum,0,W,194.221,193.789,185.68,198
CHI003,360105,เมืองชัยภูมิ,15.68159,102.00953,36,บ้านค่าย,เมืองชัยภูมิ,ชัยภูมิ,แม่น้ำชี,Chi 3,Ban Khai,Mueang Chaiyaphum,Chaiyaphum,0,W,183.769,184.331,176.74,
CHI004,302301,แก้งสนามนาง,15.75297,102.25305,30,แก้งสนามนาง,แก้งสนามนาง,นครราชสีมา,แม่น้ำชี,Chi 4,Kaeng Sanam Nang,Kaeng Sanam Nang,Nakhon Ratchasima,0,W,175.937,175.683,163.44,
CHI005,401801,ชนบท,16.09691,102.56998,40,ชนบท,ชนบท,ขอนแก่น,แม่น้ำชี,Chi 5,Chonnabot,Chonnabot,Khon Kaen,0,W,158.412,158.754,145.05,
CHI006,400104,สะพานท่าพระ,16.32589,102.78593,40,ท่าพระ,เมืองขอนแก่น,ขอนแก่น,แม่น้ำชี,Chi 6,Tha Phra,Mueang Khon Kaen,Khon Kaen,0,W,153.212,153.812,143.81,
CHI007,440301,โกสุมพิสัย,16.25108,103.07407,44,หัวขวาง,โกสุมพิสัย,มหาสารคาม,แม่น้ำชี,Chi 7,Hua Khwang,Kosum Phisai,Maha Sarakham,0,W,148.024,149.433,133.64,
CHI009,451017,เสลภูมิ,16.0342,103.90716,45,ขวัญเมือง,เสลภูมิ,ร้อยเอ็ด,แม่น้ำชี,Chi 9,Khwan Meuang,Selaphum,Roi Et,0,W,129.48,129.278,116.83,
CHI010,350601,มหาชนะชัย,15.52483,104.24972,35,ฟ้าหยาด,มหาชนะชัย,ยโสธร,แม่น้ำชี,Chi 10,Fa Yad,Maha Chana Chai,Yasothon,0,W,121.98,121.98,109.665,
CHI011,340401,เขื่องใน,15.32273,104.5465,34,เขื่องใน,เขื่องใน,อุบลราชธานี,แม่น้ำชี,Chi 11,Khueang Nai,Khueang Nai,Ubon Ratchathani,0,W,116.881,116.339,105.23,
CHI012,440107,เมืองมหาสารคาม,16.23234,103.27104,44,เกิ้ง,เมืองมหาสารคาม,มหาสารคาม,แม่น้ำชี,Mueang Maha Sarakham,Koeng,Mueang Maha Sarakham,Maha Sarakham,0,W,124.8,124.57,108.285,
CHI013,460709,ยางตลาด,16.41118,103.46714,46,ดอนสมบูรณ์,ยางตลาด,กาฬสินธุ์,แม่น้ำชี,Yang Talad,Don Sombun,Yang Talat,Kalasin,0,W,123.99,125.17,115.6,
CHI014,350107,เมืองยโสธร,15.96448,104.0153,35,เดิด,เมืองยโสธร,ยโสธร,แม่น้ำชี,Chi 14,Doed,Mueang Yasothon,Yasothon,0,W,128,128,120,
CHI015,400116,เมืองขอนแก่น,16.5289,102.90582,40,หนองตูม,เมืองขอนแก่น,ขอนแก่น,แม่น้ำชี,Mueang Khon Kaen,Nong Tum,Mueang Khon Kaen,Khon Kaen,0,W,132.475,133.253,121.85,
CHM001,501409,สันทราย,19.00986,98.95976,50,แม่แฝก,สันทราย,เชียงใหม่,แม่น้ำปิง,Chiang Mai 1,Mae Faek,San Sai,Chiang Mai,0,W,323.263,322.99,312.303,
CHM002,501601,ฮอด,18.1785,98.6303,50,หางดง,ฮอด,เชียงใหม่,แม่น้ำปิง,Chiang Mai 2,Hang Dong,Hot,Chiang Mai,0,W,297.439,298.077,290.7,
CHM003,501005,แม่อาย,20.06152,99.36226,50,ท่าตอน,แม่อาย,เชียงใหม่,แม่น้ำกก,Chiang Mai 3,Tha Ton,Mae Ai,Chiang Mai,0,W,450.643,449.753,439.91,
CHM004,500401,เชียงดาว,19.36731,98.96883,50,เชียงดาว,เชียงดาว,เชียงใหม่,แม่น้ำปิง,Chiang Mai 4,Chiang Dao,Chiang Dao,Chiang Mai,0,W,381.849,382.589,378.799,
CHM005,500601,แม่แตง,19.12229,98.94451,50,สันมหาพน,แม่แตง,เชียงใหม่,แม่น้ำปิง,Chiang Mai 5,San Maha Phon,Mae Taeng,Chiang Mai,0,W,336.264,336.284,329,
CHM006,500204,จอมทอง,18.42321,98.69834,50,ข่วงเปา,จอมทอง,เชียงใหม่,แม่น้ำปิง,Chiang Mai 6,Khuang Pao,Chom Thong,Chiang Mai,0,W,277.206,277.253,267.778,
CHM007,500905,ฝาง,19.85577,99.19542,50,แม่สูน,ฝาง,เชียงใหม่,แม่น้ำกก,Chiang Mai 7,Mae Soon,Fang,Chiang Mai,0,W,474.177,474.495,467.726,
CHN001,220107,เมืองจันทบุรี,12.6136,102.114,22,จันทนิมิต,เมืองจันทบุรี,จันทบุรี,ชายฝั่งทะเลตะวันออก,Chanthaburi 1,Chathanimit,Mueang Chanthaburi,Chantaburi,0,W,3.4119,3.3409,-2.062,
CHN002,221001,เขาคิชฌกูฏ,12.7939,102.113,22,ชากไทย,เขาคิชฌกูฏ,จันทบุรี,ชายฝั่งทะเลตะวันออก,Khao Khitchakut,Sak Thai,Khao Khitchakut,Chantaburi,0,W,16.862,16.619,10.019,
CHN004,220801,แก่งหางแมว,12.98686,101.89969,22,แก่งหางแมว,แก่งหางแมว,จันทบุรี,ชายฝั่งทะเลตะวันออก,Kaeng Hang Maeo,Kaeng Hang Maeo,Kaeng Hang Maeo,Chantaburi,0,W,26.6001,24.9611,,
CHN005,220906,นายายอาม,12.72249,101.95608,22,วังใหม่,นายายอาม,จันทบุรี,ชายฝั่งทะเลตะวันออก,Na Yai Am,Wang Mai,Na Yai Am,Chantaburi,0,W,7.2559,4.2759,,
CHR001,570116,เมืองเชียงราย,19.826335,99.778917,57,ป่าอ้อดอนชัย,เมืองเชียงราย,เชียงราย,แม่น้ำกก,Chaing Rai 1,Pa O Don Chai,Mueang Chiang Rai,Chiang Rai,0,W,404.204,404.562,399.85,
CHR002,570401,เทิง,19.68827,100.18742,57,เวียง,เทิง,เชียงราย,แม่น้ำโขง,Chaing Rai 2,Vieng,Toen,Chiang Rai,0,W,366.973,366.012,358.091,
CHR003,570701,แม่จัน,20.15759,99.85955,57,แม่จัน,แม่จัน,เชียงราย,แม่น้ำโขง,Chaing Rai 3,Mae Chan,Mae Chan,Chiang Rai,0,W,411.658,411.532,405.604,
CHR004,571001,แม่สรวย,19.6524,99.53796,57,แม่สรวย,แม่สรวย,เชียงราย,แม่น้ำกก,Chaing Rai 4,Mae Suai,Mae Suai,Chiang Rai,0,W,455.329,455.916,450.183,
CHR005,570806,สะพานโยนกนาคนคร,20.21965,100.12104,57,โยนก,เชียงแสน,เชียงราย,แม่น้ำกก,Chaing Rai 5,Wiang,Chiang Saen,Chiang Rai,0,W,362.887,362.962,352.287,
CMP001,860109,เมืองชุมพร,10.57456,99.14567,86,หาดพันไกร,เมืองชุมพร,ชุมพร,ภาคใต้ฝั่งตะวันออก,Chumphon 1,Hat Phan Krai,Mueang Chomphon,Chumphon,0,W,8.133,8.787,-0.749,
CMP002,860402,หลังสวน,9.95334,99.06411,86,ขันเงิน,หลังสวน,ชุมพร,ภาคใต้ฝั่งตะวันออก,Luang Suan,Kan Ngoen,Luang Suan,Chumphon,0,W,4.761,4.148,-3.609,
CPY001,600101,สะพานเดชาติวงศ์,15.6886,100.124,60,ปากน้ำโพ,เมืองนครสวรรค์,นครสวรรค์,แม่น้ำเจ้าพระยา,Chao Phraya 1,Pak Nam Pho,Mueang Nakhon Sawan,Nakhon Sawan,0,W,26.45,25.72,16.14,
CPY002,601008,พยุหะคีรี,15.42675,100.13473,60,ท่าน้ำอ้อย,พยุหะคีรี,นครสวรรค์,แม่น้ำเจ้าพระยา,Chao Phraya 2,Tha Nam Oi,Phayuha Khiri,Nakhon Sawan,0,W,21.44,21.39,9.093,
CPY003,180202,ปตร.มโนรมย์,15.32767,100.10909,18,วัดโคก,มโนรมย์,ชัยนาท,แม่น้ำเจ้าพระยา,Chao Phraya 3,Wa Khok,Manorom,Chai Nat,0,W,18.214,18.648,12.193,
CPY004,180107,สะพานธรรมจักร(วัดธรรมามูล),15.250484,100.08331,18,ธรรมามูล,เมืองชัยนาท,ชัยนาท,แม่น้ำเจ้าพระยา,Chao Phraya 4,Thammamum,Mueang Chai Nat,Chai Nat,0,W,18.98,17.08,-0.827,
CPY005,180405,สรรพยา,15.109499,100.268555,18,โพนางดำออก,สรรพยา,ชัยนาท,แม่น้ำเจ้าพระยา,Chao Phraya 5,Pho Nang Dam Ok,Sapphaya,Chai Nat,0,W,15.14,15.24,3.411,
CPY006,170601,อินทร์บุรี,15.00595,100.3309,17,อินทร์บุรี,อินทร์บุรี,สิงห์บุรี,แม่น้ำเจ้าพระยา,Chao Phraya 6,In Buri,In Buri,Sing Buri,0,W,13.19,12.56,2.438,
CPY007,170402,พรหมบุรี,14.7909136,100.4518272,17,พรหมบุรี,พรหมบุรี,สิงห์บุรี,แม่น้ำเจ้าพระยา,Chao Phraya 7,Phrom Buri,Phrom Buri,Sing Buri,0,W,10.2,11.3,-1.85,
CPY008,150102,เมืองอ่างทอง,14.57619,100.44869,15,บางแก้ว,เมืองอ่างทอง,อ่างทอง,แม่น้ำเจ้าพระยา,Chao Phraya 8,Bang Kaeo,Mueang Ang Thong,Ang Thong,0,W,9.05,9.41,-1.365,
CPY009,140513,คลองโผงเผง,14.41581,100.44073,14,บางหลวงโดด,บางบาล,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 9,Bang Luang Dot,Bang Ban,Phra Nakhon Si Ayutthaya,0,W,4.316,4.536,-5.407,4.6
CPY010,140503,คลองบางบาล,14.423129,100.481881,14,ไทรน้อย,บางบาล,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 10,Sai Noi,Bang Ban,Phra Nakhon Si Ayutthaya,0,W,4.92,4.85,-2.002,
CPY011,140108,พระนครศรีอยุธยา,14.369151,100.528514,14,ภูเขาทอง,พระนครศรีอยุธยา,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 11,Phu Khao Thong,Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,0,W,3.87,3.42,-3.929,4.58
CPY012,140618,บางปะอิน,14.304666,100.566393,14,ขนอนหลวง,บางปะอิน,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 12,Khanon Luang,Bang Pa-in,Phra Nakhon Si Ayutthaya,0,W,2.24,3.48,-4.208,2.98
CPY013,140421,บางไทร,14.1187,100.535426,14,โพแตง,บางไทร,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 13,Pho Taeng,Bang Sai,Phra Nakhon Si Ayutthaya,0,W,2.49,2.31,-10.18,2.49
CPY014,120603,สะพานนวลฉวี,13.915725,100.494031,12,บ้านใหม่,ปากเกร็ด,นนทบุรี,แม่น้ำเจ้าพระยา,Chao Phraya 14,Ban Mai,Pak Kret,Nonthaburi,0,W,3.03,2.27,-13.373,
CPY015,101506,สะพานกรุงเทพ,13.700918,100.49204,10,ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร,แม่น้ำเจ้าพระยา,Chao Phraya 15,Dao Khanong,Thon Buri,Bangkok,0,W,2.58,2.78,-7.94,
CPY016,141003,คลองพระยาบรรลือ,14.16493,100.30735,14,สามเมือง,ลาดบัวหลวง,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Chao Phraya 16,Sam Mueang,Lat Bua Luang,Phra Nakhon Si Ayutthaya,0,W,4.055,4.055,-1.051,
CPY017,141217,เสนา,14.3197504,100.3795456,14,เจ้าเสด็จ,เสนา,พระนครศรีอยุธยา,แม่น้ำเจ้าพระยา,Sena,Chao Saded,Sena,Phra Nakhon Si Ayutthaya,0,W,3.831,3.802,-3.016,
DIV001,640702,คลองผันน้ำยม-น่าน1,17.366183,99.8437,64,ในเมือง,สวรรคโลก,สุโขทัย,แม่น้ำยม,Yom-Nan1,Nai Mueang,  Sawankhalok,Sukhothai,0,W,61.504,62.326,53.43,
DIV002,650602,คลองผันน้ำยม-น่าน2,16.954011,100.121299,65,ท่าช้าง,พรหมพิราม,พิษณุโลก,แม่น้ำยม,Yom-Nan2,Tha Chang,Phrom Phiram,Phitsanulok,0,W,44.43,43.45,37.49,
DIV003,530705,คลองผันน้ำยม-น่าน3,17.292606,100.077617,53,คอรุม,พิชัย,อุตรดิตถ์,แม่น้ำน่าน,Yom-Nan 3,Kho Rum,Phichai,Uttaradit,0,W,53.36,52.76,43.78,
DIV004,650120,คลองผันน้ำยม-น่าน4,16.67178,100.24578,65,งิ้วงาม,เมืองพิษณุโลก,พิษณุโลก,แม่น้ำยม,Yom-Nan4,Ngio Ngam,Mueang Phitsanulok,Phitsanulok,0,W,43.42,43.5,34.87,
